FID,Province,Municipali,CAT_B,WardNo,District,DistrictCo,Date,WardID,WardLabel,Shape__Area,Shape__Length
1318,Mpumalanga,Nkomazi Local Municipality,MP324,9,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83204009,MP324_9,22881499.0605469,29824.6550098278
1319,Mpumalanga,Nkomazi Local Municipality,MP324,10,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83204010,MP324_10,37019864.2128906,38823.6181304679
1320,Mpumalanga,Nkomazi Local Municipality,MP324,11,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83204011,MP324_11,70779425.5791016,53764.4801587162
1321,Mpumalanga,Nkomazi Local Municipality,MP324,12,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83204012,MP324_12,193072608.916016,68687.3121654062
1322,Mpumalanga,Nkomazi Local Municipality,MP324,13,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83204013,MP324_13,78813684.8603516,43382.7238685305
1323,Mpumalanga,Nkomazi Local Municipality,MP324,14,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83204014,MP324_14,79989498.1171875,45118.417506759
1324,Mpumalanga,Nkomazi Local Municipality,MP324,15,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83204015,MP324_15,156431528.033203,52335.3790259376
1325,Mpumalanga,Nkomazi Local Municipality,MP324,16,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83204016,MP324_16,103588242.555664,64246.4875865703
1326,Mpumalanga,Nkomazi Local Municipality,MP324,17,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83204017,MP324_17,29552600.8027344,29955.1228431092
1327,Mpumalanga,Nkomazi Local Municipality,MP324,18,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83204018,MP324_18,43096333.2958984,33180.5005136103
1328,Mpumalanga,Nkomazi Local Municipality,MP324,19,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83204019,MP324_19,148343560.991211,62577.3383307689
1329,Mpumalanga,Nkomazi Local Municipality,MP324,20,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83204020,MP324_20,42808245.9101563,40918.1413796113
1330,Mpumalanga,Nkomazi Local Municipality,MP324,21,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83204021,MP324_21,8680782.21972656,17537.1598225821
1331,Mpumalanga,Nkomazi Local Municipality,MP324,22,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83204022,MP324_22,17572887.3535156,23466.9549619457
1332,Mpumalanga,Nkomazi Local Municipality,MP324,23,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83204023,MP324_23,53349567.8632813,35562.8025160478
1333,Mpumalanga,Nkomazi Local Municipality,MP324,24,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83204024,MP324_24,33117997.4560547,33396.6573565726
1334,Mpumalanga,Nkomazi Local Municipality,MP324,25,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83204025,MP324_25,42321070.7705078,38777.5605780528
1335,Mpumalanga,Nkomazi Local Municipality,MP324,26,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83204026,MP324_26,17271900.0712891,20287.4035799104
1336,Mpumalanga,Nkomazi Local Municipality,MP324,27,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83204027,MP324_27,23508874.5556641,25684.4249830061
1337,Mpumalanga,Nkomazi Local Municipality,MP324,28,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83204028,MP324_28,23962254.8613281,28474.6318725258
1338,Mpumalanga,Nkomazi Local Municipality,MP324,29,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83204029,MP324_29,397835170.550781,165260.638113138
1339,Mpumalanga,Nkomazi Local Municipality,MP324,30,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83204030,MP324_30,527134214.928711,157970.511865301
1340,Mpumalanga,Nkomazi Local Municipality,MP324,31,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83204031,MP324_31,97715287.8193359,43905.2237089999
1341,Mpumalanga,Nkomazi Local Municipality,MP324,32,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83204032,MP324_32,44685679.9013672,39468.7578035987
1342,Mpumalanga,Nkomazi Local Municipality,MP324,33,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83204033,MP324_33,14166977.3613281,24836.5778240096
1343,Mpumalanga,Steve Tshwete Local Municipality,MP313,1,Nkangala,DC31,11/24/2020 12:00:00 AM,83103001,MP313_1,1530064.34082031,8231.89812500675
1344,Mpumalanga,Steve Tshwete Local Municipality,MP313,2,Nkangala,DC31,11/24/2020 12:00:00 AM,83103002,MP313_2,2090829.35546875,7518.01059561108
1345,Mpumalanga,Steve Tshwete Local Municipality,MP313,3,Nkangala,DC31,11/24/2020 12:00:00 AM,83103003,MP313_3,660567496.053711,128802.448213658
1346,Mpumalanga,Steve Tshwete Local Municipality,MP313,4,Nkangala,DC31,11/24/2020 12:00:00 AM,83103004,MP313_4,588314485.161133,145031.206903119
1347,Mpumalanga,Steve Tshwete Local Municipality,MP313,5,Nkangala,DC31,11/24/2020 12:00:00 AM,83103005,MP313_5,405047463.726563,101710.593582769
1348,Mpumalanga,Steve Tshwete Local Municipality,MP313,6,Nkangala,DC31,11/24/2020 12:00:00 AM,83103006,MP313_6,8507389.78710938,12737.6346499291
1349,Mpumalanga,Steve Tshwete Local Municipality,MP313,7,Nkangala,DC31,11/24/2020 12:00:00 AM,83103007,MP313_7,966461763.594727,204645.518503479
1350,Mpumalanga,Steve Tshwete Local Municipality,MP313,8,Nkangala,DC31,11/24/2020 12:00:00 AM,83103008,MP313_8,3508091.44921875,9381.68935163096
1351,Mpumalanga,Steve Tshwete Local Municipality,MP313,9,Nkangala,DC31,11/24/2020 12:00:00 AM,83103009,MP313_9,630815054.935547,142398.196137038
1352,Mpumalanga,Steve Tshwete Local Municipality,MP313,10,Nkangala,DC31,11/24/2020 12:00:00 AM,83103010,MP313_10,58279604.5898438,37016.081271059
1353,Mpumalanga,Steve Tshwete Local Municipality,MP313,11,Nkangala,DC31,11/24/2020 12:00:00 AM,83103011,MP313_11,217883622.005859,81939.8583131138
1354,Mpumalanga,Steve Tshwete Local Municipality,MP313,12,Nkangala,DC31,11/24/2020 12:00:00 AM,83103012,MP313_12,7592939.79492188,12621.4635088232
1355,Mpumalanga,Steve Tshwete Local Municipality,MP313,13,Nkangala,DC31,11/24/2020 12:00:00 AM,83103013,MP313_13,6976149.88671875,14129.4723604347
1356,Mpumalanga,Steve Tshwete Local Municipality,MP313,14,Nkangala,DC31,11/24/2020 12:00:00 AM,83103014,MP313_14,23273629.7890625,23129.3204337379
1357,Mpumalanga,Steve Tshwete Local Municipality,MP313,15,Nkangala,DC31,11/24/2020 12:00:00 AM,83103015,MP313_15,3724600.53320313,9986.88756500713
1358,Mpumalanga,Steve Tshwete Local Municipality,MP313,16,Nkangala,DC31,11/24/2020 12:00:00 AM,83103016,MP313_16,5345283.70117188,12532.2231681978
1359,Mpumalanga,Steve Tshwete Local Municipality,MP313,17,Nkangala,DC31,11/24/2020 12:00:00 AM,83103017,MP313_17,137496836.601563,63208.724231253
1360,Mpumalanga,Steve Tshwete Local Municipality,MP313,18,Nkangala,DC31,11/24/2020 12:00:00 AM,83103018,MP313_18,4361404.73632813,11204.9112507446
1361,Mpumalanga,Steve Tshwete Local Municipality,MP313,19,Nkangala,DC31,11/24/2020 12:00:00 AM,83103019,MP313_19,3238333.21582031,10919.6268109347
1362,Mpumalanga,Steve Tshwete Local Municipality,MP313,20,Nkangala,DC31,11/24/2020 12:00:00 AM,83103020,MP313_20,1092180.66894531,5968.01543972267
1363,Mpumalanga,Steve Tshwete Local Municipality,MP313,21,Nkangala,DC31,11/24/2020 12:00:00 AM,83103021,MP313_21,883237.94140625,4355.60073964086
1364,Mpumalanga,Steve Tshwete Local Municipality,MP313,22,Nkangala,DC31,11/24/2020 12:00:00 AM,83103022,MP313_22,976159.3359375,5658.66820712008
1365,Mpumalanga,Steve Tshwete Local Municipality,MP313,23,Nkangala,DC31,11/24/2020 12:00:00 AM,83103023,MP313_23,2700535.32128906,7414.64035809726
1366,Mpumalanga,Steve Tshwete Local Municipality,MP313,24,Nkangala,DC31,11/24/2020 12:00:00 AM,83103024,MP313_24,725013.430664063,4049.24945355158
1367,Mpumalanga,Steve Tshwete Local Municipality,MP313,25,Nkangala,DC31,11/24/2020 12:00:00 AM,83103025,MP313_25,631066.616210938,4095.85602717886
1368,Mpumalanga,Steve Tshwete Local Municipality,MP313,26,Nkangala,DC31,11/24/2020 12:00:00 AM,83103026,MP313_26,2814982.25097656,7811.32081299156
1369,Mpumalanga,Steve Tshwete Local Municipality,MP313,27,Nkangala,DC31,11/24/2020 12:00:00 AM,83103027,MP313_27,4366035.96875,10896.2183429324
1370,Mpumalanga,Steve Tshwete Local Municipality,MP313,28,Nkangala,DC31,11/24/2020 12:00:00 AM,83103028,MP313_28,279081884.736328,99468.1609963256
1371,Mpumalanga,Steve Tshwete Local Municipality,MP313,29,Nkangala,DC31,11/24/2020 12:00:00 AM,83103029,MP313_29,901108962.889648,188334.810507687
1372,Mpumalanga,Thaba Chweu Local Municipality,MP321,1,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83201001,MP321_1,560514.84375,3834.28678265047
1373,Mpumalanga,Thaba Chweu Local Municipality,MP321,2,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83201002,MP321_2,25654131.2177734,28815.7920513515
1374,Mpumalanga,Thaba Chweu Local Municipality,MP321,3,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83201003,MP321_3,1314500.32910156,4800.28768515464
1375,Mpumalanga,Thaba Chweu Local Municipality,MP321,4,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83201004,MP321_4,1166938734.73047,176991.970227011
1376,Mpumalanga,Thaba Chweu Local Municipality,MP321,5,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83201005,MP321_5,1450444770.84961,259435.052869102
1377,Mpumalanga,Thaba Chweu Local Municipality,MP321,6,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83201006,MP321_6,105539177.727539,53484.0759610673
1378,Mpumalanga,Thaba Chweu Local Municipality,MP321,7,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83201007,MP321_7,427440159.448242,109515.943115622
1379,Mpumalanga,Thaba Chweu Local Municipality,MP321,8,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83201008,MP321_8,234920571.216797,85786.4856294595
1380,Mpumalanga,Thaba Chweu Local Municipality,MP321,9,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83201009,MP321_9,47192067.3300781,39796.8050614438
1381,Mpumalanga,Thaba Chweu Local Municipality,MP321,10,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83201010,MP321_10,1307384454.87695,222535.738386403
1382,Mpumalanga,Thaba Chweu Local Municipality,MP321,11,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83201011,MP321_11,959545619.566406,190885.018583247
1383,Mpumalanga,Thaba Chweu Local Municipality,MP321,12,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83201012,MP321_12,111984959.469727,68131.9001146724
1384,Mpumalanga,Thaba Chweu Local Municipality,MP321,13,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83201013,MP321_13,1145567576.29785,222749.300985808
1385,Mpumalanga,Thaba Chweu Local Municipality,MP321,14,Ehlanzeni,DC32,11/24/2020 12:00:00 AM,83201014,MP321_14,5175285.95410156,13526.1785431931
1386,Mpumalanga,Thembisile Hani Local Municipality,MP315,1,Nkangala,DC31,11/24/2020 12:00:00 AM,83105001,MP315_1,22271276.9326172,28500.1235764568
1387,Mpumalanga,Thembisile Hani Local Municipality,MP315,2,Nkangala,DC31,11/24/2020 12:00:00 AM,83105002,MP315_2,45386937.1113281,28295.5257661264
1388,Mpumalanga,Thembisile Hani Local Municipality,MP315,3,Nkangala,DC31,11/24/2020 12:00:00 AM,83105003,MP315_3,21177482.0390625,22903.9460447113
1389,Mpumalanga,Thembisile Hani Local Municipality,MP315,4,Nkangala,DC31,11/24/2020 12:00:00 AM,83105004,MP315_4,8914962.44921875,15031.5551439179
1390,Mpumalanga,Thembisile Hani Local Municipality,MP315,5,Nkangala,DC31,11/24/2020 12:00:00 AM,83105005,MP315_5,4777623.42382813,11747.0266891145
1391,Mpumalanga,Thembisile Hani Local Municipality,MP315,6,Nkangala,DC31,11/24/2020 12:00:00 AM,83105006,MP315_6,10231510.9511719,14089.6155222867
1392,Mpumalanga,Thembisile Hani Local Municipality,MP315,7,Nkangala,DC31,11/24/2020 12:00:00 AM,83105007,MP315_7,33470719.4580078,40440.6453660892
1393,Mpumalanga,Thembisile Hani Local Municipality,MP315,8,Nkangala,DC31,11/24/2020 12:00:00 AM,83105008,MP315_8,1052475770.39453,304093.424302197
1394,Mpumalanga,Thembisile Hani Local Municipality,MP315,9,Nkangala,DC31,11/24/2020 12:00:00 AM,83105009,MP315_9,56723113.5175781,37831.9679530855
1395,Mpumalanga,Thembisile Hani Local Municipality,MP315,10,Nkangala,DC31,11/24/2020 12:00:00 AM,83105010,MP315_10,371667355.695313,105578.171999626
1396,Mpumalanga,Thembisile Hani Local Municipality,MP315,11,Nkangala,DC31,11/24/2020 12:00:00 AM,83105011,MP315_11,34923789.0341797,28239.3939554964
1397,Mpumalanga,Thembisile Hani Local Municipality,MP315,12,Nkangala,DC31,11/24/2020 12:00:00 AM,83105012,MP315_12,8356097.68457031,16604.2513602019
1398,Mpumalanga,Thembisile Hani Local Municipality,MP315,13,Nkangala,DC31,11/24/2020 12:00:00 AM,83105013,MP315_13,41308573.6630859,35571.061602263
1399,Mpumalanga,Thembisile Hani Local Municipality,MP315,14,Nkangala,DC31,11/24/2020 12:00:00 AM,83105014,MP315_14,10572816.5722656,14726.590277658
1400,Mpumalanga,Thembisile Hani Local Municipality,MP315,15,Nkangala,DC31,11/24/2020 12:00:00 AM,83105015,MP315_15,6482950.81054688,10910.0269470686
1401,Mpumalanga,Thembisile Hani Local Municipality,MP315,16,Nkangala,DC31,11/24/2020 12:00:00 AM,83105016,MP315_16,5355062.79296875,9944.76280317397
1402,Mpumalanga,Thembisile Hani Local Municipality,MP315,17,Nkangala,DC31,11/24/2020 12:00:00 AM,83105017,MP315_17,30051992.7685547,32651.941248495
1403,Mpumalanga,Thembisile Hani Local Municipality,MP315,18,Nkangala,DC31,11/24/2020 12:00:00 AM,83105018,MP315_18,7257521.71582031,12771.2831890487
1404,Mpumalanga,Thembisile Hani Local Municipality,MP315,19,Nkangala,DC31,11/24/2020 12:00:00 AM,83105019,MP315_19,23812920.9404297,28859.9046362959
1405,Mpumalanga,Thembisile Hani Local Municipality,MP315,20,Nkangala,DC31,11/24/2020 12:00:00 AM,83105020,MP315_20,12624980.1914063,16309.6012055526
1406,Mpumalanga,Thembisile Hani Local Municipality,MP315,21,Nkangala,DC31,11/24/2020 12:00:00 AM,83105021,MP315_21,105354805.199219,56154.573223404
1407,Mpumalanga,Thembisile Hani Local Municipality,MP315,22,Nkangala,DC31,11/24/2020 12:00:00 AM,83105022,MP315_22,141551128.416016,57561.231583058
1408,Mpumalanga,Thembisile Hani Local Municipality,MP315,23,Nkangala,DC31,11/24/2020 12:00:00 AM,83105023,MP315_23,16825060.6162109,19309.5127518545
1409,Mpumalanga,Thembisile Hani Local Municipality,MP315,24,Nkangala,DC31,11/24/2020 12:00:00 AM,83105024,MP315_24,140804247.589844,71178.5874896713
1410,Mpumalanga,Thembisile Hani Local Municipality,MP315,25,Nkangala,DC31,11/24/2020 12:00:00 AM,83105025,MP315_25,8551518.80566406,14154.9664974476
1411,Mpumalanga,Thembisile Hani Local Municipality,MP315,26,Nkangala,DC31,11/24/2020 12:00:00 AM,83105026,MP315_26,13489769.4345703,18177.2528448102
1412,Mpumalanga,Thembisile Hani Local Municipality,MP315,27,Nkangala,DC31,11/24/2020 12:00:00 AM,83105027,MP315_27,37289822.1367188,34143.7627527554
1413,Mpumalanga,Thembisile Hani Local Municipality,MP315,28,Nkangala,DC31,11/24/2020 12:00:00 AM,83105028,MP315_28,3673428.36132813,9815.28597621278
1414,Mpumalanga,Thembisile Hani Local Municipality,MP315,29,Nkangala,DC31,11/24/2020 12:00:00 AM,83105029,MP315_29,11952186.7167969,20057.1871435496
1415,Mpumalanga,Thembisile Hani Local Municipality,MP315,30,Nkangala,DC31,11/24/2020 12:00:00 AM,83105030,MP315_30,7477883.31640625,13319.4382539356
1416,Mpumalanga,Thembisile Hani Local Municipality,MP315,31,Nkangala,DC31,11/24/2020 12:00:00 AM,83105031,MP315_31,156360121.447266,55610.4502412548
1417,Mpumalanga,Thembisile Hani Local Municipality,MP315,32,Nkangala,DC31,11/24/2020 12:00:00 AM,83105032,MP315_32,486645586.226563,144647.471877729
1418,Mpumalanga,Victor Khanye Local Municipality,MP311,1,Nkangala,DC31,11/24/2020 12:00:00 AM,83101001,MP311_1,1712914.14941406,6092.54028441883
1419,Mpumalanga,Victor Khanye Local Municipality,MP311,2,Nkangala,DC31,11/24/2020 12:00:00 AM,83101002,MP311_2,6994139.56640625,13960.3188243518
1420,Mpumalanga,Victor Khanye Local Municipality,MP311,3,Nkangala,DC31,11/24/2020 12:00:00 AM,83101003,MP311_3,55141034.359375,42266.9713291814
1421,Mpumalanga,Victor Khanye Local Municipality,MP311,4,Nkangala,DC31,11/24/2020 12:00:00 AM,83101004,MP311_4,1330779.63964844,5701.70268583245
1422,Mpumalanga,Victor Khanye Local Municipality,MP311,5,Nkangala,DC31,11/24/2020 12:00:00 AM,83101005,MP311_5,1863750.49121094,6587.53684861304
1423,Mpumalanga,Victor Khanye Local Municipality,MP311,6,Nkangala,DC31,11/24/2020 12:00:00 AM,83101006,MP311_6,4603582.84570313,10199.2837909053
1424,Mpumalanga,Victor Khanye Local Municipality,MP311,7,Nkangala,DC31,11/24/2020 12:00:00 AM,83101007,MP311_7,1011304976.56348,166038.804698759
1425,Mpumalanga,Victor Khanye Local Municipality,MP311,8,Nkangala,DC31,11/24/2020 12:00:00 AM,83101008,MP311_8,77712918.8955078,51291.9746859726
1426,Mpumalanga,Victor Khanye Local Municipality,MP311,9,Nkangala,DC31,11/24/2020 12:00:00 AM,83101009,MP311_9,792491944.098633,231141.396824872
1427,Limpopo,Ba-Phalaborwa Local Municipality,LIM334,1,Mopani,DC33,11/24/2020 12:00:00 AM,93304001,LIM334_1,6110749.65722656,14022.9623424852
1428,Limpopo,Ba-Phalaborwa Local Municipality,LIM334,2,Mopani,DC33,11/24/2020 12:00:00 AM,93304002,LIM334_2,110676971.211914,69540.8907153567
1429,Limpopo,Ba-Phalaborwa Local Municipality,LIM334,3,Mopani,DC33,11/24/2020 12:00:00 AM,93304003,LIM334_3,8623599.49023438,16546.7731314749
1430,Limpopo,Ba-Phalaborwa Local Municipality,LIM334,4,Mopani,DC33,11/24/2020 12:00:00 AM,93304004,LIM334_4,1729532.04101563,9365.58288732163
1431,Limpopo,Ba-Phalaborwa Local Municipality,LIM334,5,Mopani,DC33,11/24/2020 12:00:00 AM,93304005,LIM334_5,2048290.57128906,9588.55888504929
1432,Limpopo,Ba-Phalaborwa Local Municipality,LIM334,6,Mopani,DC33,11/24/2020 12:00:00 AM,93304006,LIM334_6,4077343.80078125,10870.0285891737
1433,Limpopo,Ba-Phalaborwa Local Municipality,LIM334,7,Mopani,DC33,11/24/2020 12:00:00 AM,93304007,LIM334_7,3868521.90136719,10324.9463329782
1434,Limpopo,Ba-Phalaborwa Local Municipality,LIM334,8,Mopani,DC33,11/24/2020 12:00:00 AM,93304008,LIM334_8,97248179.1992188,43185.8540794514
1435,Limpopo,Ba-Phalaborwa Local Municipality,LIM334,9,Mopani,DC33,11/24/2020 12:00:00 AM,93304009,LIM334_9,25531294.5224609,23826.9017365816
1436,Limpopo,Ba-Phalaborwa Local Municipality,LIM334,10,Mopani,DC33,11/24/2020 12:00:00 AM,93304010,LIM334_10,192250899.155273,70873.0066560085
1437,Limpopo,Ba-Phalaborwa Local Municipality,LIM334,11,Mopani,DC33,11/24/2020 12:00:00 AM,93304011,LIM334_11,5388694244.74219,400763.284723149
1438,Limpopo,Ba-Phalaborwa Local Municipality,LIM334,12,Mopani,DC33,11/24/2020 12:00:00 AM,93304012,LIM334_12,143892128.923828,71137.8135028086
1439,Limpopo,Ba-Phalaborwa Local Municipality,LIM334,13,Mopani,DC33,11/24/2020 12:00:00 AM,93304013,LIM334_13,21015851.4550781,27067.382589816
1440,Limpopo,Ba-Phalaborwa Local Municipality,LIM334,14,Mopani,DC33,11/24/2020 12:00:00 AM,93304014,LIM334_14,3630684.65332031,10689.4571649844
1441,Limpopo,Ba-Phalaborwa Local Municipality,LIM334,15,Mopani,DC33,11/24/2020 12:00:00 AM,93304015,LIM334_15,9064766.85839844,18896.6179627039
1442,Limpopo,Ba-Phalaborwa Local Municipality,LIM334,16,Mopani,DC33,11/24/2020 12:00:00 AM,93304016,LIM334_16,10251291.8632813,16628.6237065823
1443,Limpopo,Ba-Phalaborwa Local Municipality,LIM334,17,Mopani,DC33,11/24/2020 12:00:00 AM,93304017,LIM334_17,486740546.834961,134354.732266723
1444,Limpopo,Ba-Phalaborwa Local Municipality,LIM334,18,Mopani,DC33,11/24/2020 12:00:00 AM,93304018,LIM334_18,2448801148.13477,263917.322237997
1445,Limpopo,Ba-Phalaborwa Local Municipality,LIM334,19,Mopani,DC33,11/24/2020 12:00:00 AM,93304019,LIM334_19,19946458.1796875,29055.465256167
1446,Limpopo,Bela-Bela Local Municipality,LIM366,1,Waterberg,DC36,11/24/2020 12:00:00 AM,93606001,LIM366_1,148038023.890625,59211.4767185432
1447,Limpopo,Bela-Bela Local Municipality,LIM366,2,Waterberg,DC36,11/24/2020 12:00:00 AM,93606002,LIM366_2,10383407.4902344,19535.3282720203
1448,Limpopo,Bela-Bela Local Municipality,LIM366,3,Waterberg,DC36,11/24/2020 12:00:00 AM,93606003,LIM366_3,680487.61328125,4498.4761078739
1449,Limpopo,Bela-Bela Local Municipality,LIM366,4,Waterberg,DC36,11/24/2020 12:00:00 AM,93606004,LIM366_4,105121515.342773,49575.9148328613
1450,Limpopo,Bela-Bela Local Municipality,LIM366,5,Waterberg,DC36,11/24/2020 12:00:00 AM,93606005,LIM366_5,1004912.96679688,4753.71983668277
1451,Limpopo,Bela-Bela Local Municipality,LIM366,6,Waterberg,DC36,11/24/2020 12:00:00 AM,93606006,LIM366_6,201163364.791992,76702.2334668536
1452,Limpopo,Bela-Bela Local Municipality,LIM366,7,Waterberg,DC36,11/24/2020 12:00:00 AM,93606007,LIM366_7,186229460.384766,68698.1508789129
1453,Limpopo,Bela-Bela Local Municipality,LIM366,8,Waterberg,DC36,11/24/2020 12:00:00 AM,93606008,LIM366_8,1824566917.12988,346169.315949205
1454,Limpopo,Bela-Bela Local Municipality,LIM366,9,Waterberg,DC36,11/24/2020 12:00:00 AM,93606009,LIM366_9,1684595684.85889,274337.316637619
1455,Limpopo,Blouberg Local Municipality,LIM351,1,Capricorn,DC35,11/24/2020 12:00:00 AM,93501001,LIM351_1,403685225.041504,109873.4997877
1456,Limpopo,Blouberg Local Municipality,LIM351,2,Capricorn,DC35,11/24/2020 12:00:00 AM,93501002,LIM351_2,249226501.843262,100408.074122174
1457,Limpopo,Blouberg Local Municipality,LIM351,3,Capricorn,DC35,11/24/2020 12:00:00 AM,93501003,LIM351_3,161656041.998535,90378.878374933
1458,Limpopo,Blouberg Local Municipality,LIM351,4,Capricorn,DC35,11/24/2020 12:00:00 AM,93501004,LIM351_4,1167573299.60938,182463.761849196
1459,Limpopo,Blouberg Local Municipality,LIM351,5,Capricorn,DC35,11/24/2020 12:00:00 AM,93501005,LIM351_5,232980242.932129,106328.385962204
1460,Limpopo,Blouberg Local Municipality,LIM351,6,Capricorn,DC35,11/24/2020 12:00:00 AM,93501006,LIM351_6,131835793.355957,62041.0418947156
1461,Limpopo,Blouberg Local Municipality,LIM351,7,Capricorn,DC35,11/24/2020 12:00:00 AM,93501007,LIM351_7,127226304.723145,69872.9055643227
1462,Limpopo,Blouberg Local Municipality,LIM351,8,Capricorn,DC35,11/24/2020 12:00:00 AM,93501008,LIM351_8,94549613.3100586,67572.2042642483
1463,Limpopo,Blouberg Local Municipality,LIM351,9,Capricorn,DC35,11/24/2020 12:00:00 AM,93501009,LIM351_9,124644744.770508,54157.7350590569
1464,Limpopo,Blouberg Local Municipality,LIM351,10,Capricorn,DC35,11/24/2020 12:00:00 AM,93501010,LIM351_10,118750035.811523,56307.0134515391
1465,Limpopo,Blouberg Local Municipality,LIM351,11,Capricorn,DC35,11/24/2020 12:00:00 AM,93501011,LIM351_11,273491996.300293,99287.5710413785
1466,Limpopo,Blouberg Local Municipality,LIM351,12,Capricorn,DC35,11/24/2020 12:00:00 AM,93501012,LIM351_12,405413700.121582,112007.986593125
1467,Limpopo,Blouberg Local Municipality,LIM351,13,Capricorn,DC35,11/24/2020 12:00:00 AM,93501013,LIM351_13,439788321.921875,93869.2627221145
1468,Limpopo,Blouberg Local Municipality,LIM351,14,Capricorn,DC35,11/24/2020 12:00:00 AM,93501014,LIM351_14,85012314.8359375,56404.3322673477
1469,Limpopo,Blouberg Local Municipality,LIM351,15,Capricorn,DC35,11/24/2020 12:00:00 AM,93501015,LIM351_15,220852824.458496,72305.5952630059
1470,Limpopo,Blouberg Local Municipality,LIM351,16,Capricorn,DC35,11/24/2020 12:00:00 AM,93501016,LIM351_16,224944468.793945,70989.0725684366
1471,Limpopo,Blouberg Local Municipality,LIM351,17,Capricorn,DC35,11/24/2020 12:00:00 AM,93501017,LIM351_17,223616856.875977,73064.7521118536
1472,Limpopo,Blouberg Local Municipality,LIM351,18,Capricorn,DC35,11/24/2020 12:00:00 AM,93501018,LIM351_18,1631587539.38525,203431.637576818
1473,Limpopo,Blouberg Local Municipality,LIM351,19,Capricorn,DC35,11/24/2020 12:00:00 AM,93501019,LIM351_19,32634631.9633789,33310.9215304845
1474,Limpopo,Blouberg Local Municipality,LIM351,20,Capricorn,DC35,11/24/2020 12:00:00 AM,93501020,LIM351_20,4541943312.20996,369116.583122455
1475,Limpopo,Blouberg Local Municipality,LIM351,21,Capricorn,DC35,11/24/2020 12:00:00 AM,93501021,LIM351_21,251979427.324707,96210.5081028255
1476,Limpopo,Blouberg Local Municipality,LIM351,22,Capricorn,DC35,11/24/2020 12:00:00 AM,93501022,LIM351_22,162982333.921387,72046.9014518106
1477,Limpopo,Collins Chabane Local Municipality,LIM345,1,Vhembe,DC34,11/24/2020 12:00:00 AM,93405001,LIM345_1,69025733.25,41328.9017546759
1478,Limpopo,Collins Chabane Local Municipality,LIM345,2,Vhembe,DC34,11/24/2020 12:00:00 AM,93405002,LIM345_2,111482707.855469,52587.2034249054
1479,Limpopo,Collins Chabane Local Municipality,LIM345,3,Vhembe,DC34,11/24/2020 12:00:00 AM,93405003,LIM345_3,52000050.5458984,39393.8043988755
1480,Limpopo,Collins Chabane Local Municipality,LIM345,4,Vhembe,DC34,11/24/2020 12:00:00 AM,93405004,LIM345_4,34896358.9189453,34897.6151904154
1481,Limpopo,Collins Chabane Local Municipality,LIM345,5,Vhembe,DC34,11/24/2020 12:00:00 AM,93405005,LIM345_5,23422624.8642578,28072.9215475606
1482,Limpopo,Collins Chabane Local Municipality,LIM345,6,Vhembe,DC34,11/24/2020 12:00:00 AM,93405006,LIM345_6,34851292.8662109,30661.4371713103
1483,Limpopo,Collins Chabane Local Municipality,LIM345,7,Vhembe,DC34,11/24/2020 12:00:00 AM,93405007,LIM345_7,37120100.2001953,31360.0595709348
1484,Limpopo,Collins Chabane Local Municipality,LIM345,8,Vhembe,DC34,11/24/2020 12:00:00 AM,93405008,LIM345_8,49866607.6455078,44647.4161049245
