FID,Province,Municipali,CAT_B,WardNo,District,DistrictCo,Date,WardID,WardLabel,Shape__Area,Shape__Length
2707,KwaZulu-Natal,Umhlabuyalingana Local Municipality,KZN271,3,Umkhanyakude,DC27,11/24/2020 12:00:00 AM,52701003,KZN271_3,169348081.84375,71606.3636840175
2708,KwaZulu-Natal,Umhlabuyalingana Local Municipality,KZN271,4,Umkhanyakude,DC27,11/24/2020 12:00:00 AM,52701004,KZN271_4,115942342.037109,51611.8421912294
2709,KwaZulu-Natal,Umhlabuyalingana Local Municipality,KZN271,5,Umkhanyakude,DC27,11/24/2020 12:00:00 AM,52701005,KZN271_5,368246681.963867,132074.708266796
2710,KwaZulu-Natal,Umhlabuyalingana Local Municipality,KZN271,6,Umkhanyakude,DC27,11/24/2020 12:00:00 AM,52701006,KZN271_6,95645901.7509766,55520.6697850304
2711,KwaZulu-Natal,Umhlabuyalingana Local Municipality,KZN271,7,Umkhanyakude,DC27,11/24/2020 12:00:00 AM,52701007,KZN271_7,252457911.43457,91006.1838568576
2712,KwaZulu-Natal,Umhlabuyalingana Local Municipality,KZN271,8,Umkhanyakude,DC27,11/24/2020 12:00:00 AM,52701008,KZN271_8,1089801526.30664,189369.041216373
2713,KwaZulu-Natal,Umhlabuyalingana Local Municipality,KZN271,9,Umkhanyakude,DC27,11/24/2020 12:00:00 AM,52701009,KZN271_9,198711954.023438,84894.7004805168
2714,KwaZulu-Natal,Umhlabuyalingana Local Municipality,KZN271,10,Umkhanyakude,DC27,11/24/2020 12:00:00 AM,52701010,KZN271_10,298474417.457031,75783.7785068717
2715,KwaZulu-Natal,Umhlabuyalingana Local Municipality,KZN271,11,Umkhanyakude,DC27,11/24/2020 12:00:00 AM,52701011,KZN271_11,117944193.75293,63280.7585949652
2716,KwaZulu-Natal,Umhlabuyalingana Local Municipality,KZN271,12,Umkhanyakude,DC27,11/24/2020 12:00:00 AM,52701012,KZN271_12,111781303.788086,65540.9200383767
2717,KwaZulu-Natal,Umhlabuyalingana Local Municipality,KZN271,13,Umkhanyakude,DC27,11/24/2020 12:00:00 AM,52701013,KZN271_13,157402373.838867,69872.7726870868
2718,KwaZulu-Natal,Umhlabuyalingana Local Municipality,KZN271,14,Umkhanyakude,DC27,11/24/2020 12:00:00 AM,52701014,KZN271_14,414588044.060547,133146.736670722
2719,KwaZulu-Natal,Umhlabuyalingana Local Municipality,KZN271,15,Umkhanyakude,DC27,11/24/2020 12:00:00 AM,52701015,KZN271_15,298063979.029297,117721.181996734
2720,KwaZulu-Natal,Umhlabuyalingana Local Municipality,KZN271,16,Umkhanyakude,DC27,11/24/2020 12:00:00 AM,52701016,KZN271_16,373505602.96582,97684.3507575864
2721,KwaZulu-Natal,Umhlabuyalingana Local Municipality,KZN271,17,Umkhanyakude,DC27,11/24/2020 12:00:00 AM,52701017,KZN271_17,44442192.4189453,37946.9563447457
2722,KwaZulu-Natal,Umhlabuyalingana Local Municipality,KZN271,18,Umkhanyakude,DC27,11/24/2020 12:00:00 AM,52701018,KZN271_18,853037953.488281,154721.351157887
2723,KwaZulu-Natal,Umhlabuyalingana Local Municipality,KZN271,19,Umkhanyakude,DC27,11/24/2020 12:00:00 AM,52701019,KZN271_19,374031271.870117,155733.134912016
2724,KwaZulu-Natal,Umhlabuyalingana Local Municipality,KZN271,20,Umkhanyakude,DC27,11/24/2020 12:00:00 AM,52701020,KZN271_20,149414653.749023,78954.6405086259
2725,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,1,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802001,KZN282_1,24042409.4599609,31626.9514450356
2726,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,2,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802002,KZN282_2,162065827.980469,68892.6243029531
2727,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,3,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802003,KZN282_3,6841230.99121094,13834.0279424454
2728,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,4,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802004,KZN282_4,13405247.6240234,19003.583797523
2729,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,5,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802005,KZN282_5,147802846.899414,87845.0118161441
2730,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,6,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802006,KZN282_6,20308986.3779297,30552.577117369
2731,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,7,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802007,KZN282_7,1742623.61914063,7343.26049083809
2732,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,8,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802008,KZN282_8,2328984.96484375,8305.39183952984
2733,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,9,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802009,KZN282_9,8492796.35742188,13260.3317913379
2734,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,10,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802010,KZN282_10,26516904.2265625,31375.4808201554
2735,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,11,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802011,KZN282_11,54733789.1494141,40640.8805691819
2736,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,12,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802012,KZN282_12,44660149.6982422,38508.1289136188
2737,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,13,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802013,KZN282_13,67393806.9658203,65287.1585897416
2738,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,14,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802014,KZN282_14,4897511.04492188,13699.320146198
2739,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,15,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802015,KZN282_15,12717671.1699219,17801.5267633199
2740,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,16,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802016,KZN282_16,1916184.08496094,9058.96791441168
2741,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,17,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802017,KZN282_17,2769470.1015625,9893.15316573226
2742,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,18,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802018,KZN282_18,29073533.9541016,37300.5519688094
2743,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,19,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802019,KZN282_19,54906268.2998047,42284.5143674782
2744,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,20,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802020,KZN282_20,2330085.55664063,8293.99263713735
2745,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,21,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802021,KZN282_21,2029182.03125,7186.28470359638
2746,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,22,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802022,KZN282_22,12346091.4287109,16491.242403077
2747,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,23,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802023,KZN282_23,18847529.7128906,27173.1389423979
2748,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,24,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802024,KZN282_24,38179827.3652344,43496.2047969599
2749,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,25,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802025,KZN282_25,48121786.8789063,42325.2527370072
2750,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,26,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802026,KZN282_26,123612702.81543,80224.1633099414
2751,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,27,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802027,KZN282_27,12953093.2089844,21013.215078264
2752,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,28,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802028,KZN282_28,5367970.50292969,13822.1340487037
2753,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,29,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802029,KZN282_29,29865586.5234375,27560.2118969352
2754,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,30,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802030,KZN282_30,9844972.3984375,21996.3615723383
2755,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,31,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802031,KZN282_31,208282889.203125,98596.1355036225
2756,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,32,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802032,KZN282_32,112842543.499023,58482.2843570674
2757,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,33,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802033,KZN282_33,251567444.510742,92830.0359213166
2758,KwaZulu-Natal,uMhlathuze Local Municipality,KZN282,34,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52802034,KZN282_34,46361338.1552734,36046.3876846412
2759,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,1,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804001,KZN284_1,144787412.219727,128636.411575007
2760,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,2,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804002,KZN284_2,179758329.760742,85084.9100870273
2761,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,3,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804003,KZN284_3,211118008.526367,85701.9500909177
2762,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,4,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804004,KZN284_4,100074990.500977,68430.0408523063
2763,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,5,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804005,KZN284_5,209334182.544922,115123.048152025
2764,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,6,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804006,KZN284_6,136947681.371094,126588.361140308
2765,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,7,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804007,KZN284_7,292134072.796875,144832.17109883
2766,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,8,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804008,KZN284_8,81072469.2167969,53216.7505397
2767,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,9,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804009,KZN284_9,79595499.3583984,55338.648068022
2768,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,10,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804010,KZN284_10,37773797.1210938,37647.8768728062
2769,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,11,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804011,KZN284_11,19416846.6748047,28706.1918174585
2770,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,12,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804012,KZN284_12,2148136.65429688,8325.98512171526
2771,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,13,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804013,KZN284_13,28765049.2246094,33589.8632635107
2772,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,14,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804014,KZN284_14,79120815.8486328,56756.9853600798
2773,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,15,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804015,KZN284_15,94180003.8408203,66432.8155895738
2774,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,16,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804016,KZN284_16,78247458.3242188,73644.7637737701
2775,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,17,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804017,KZN284_17,52405775.4628906,63498.5874107698
2776,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,18,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804018,KZN284_18,168409615.280273,87812.9478454546
2777,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,19,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804019,KZN284_19,146724745.115234,78224.700948426
2778,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,20,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804020,KZN284_20,45384181.8066406,49042.4441790615
2779,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,21,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804021,KZN284_21,48158524.9404297,36952.0268149573
2780,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,22,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804022,KZN284_22,149679998.169922,90012.9073706425
2781,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,23,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804023,KZN284_23,80193622.1542969,73354.5761781863
2782,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,24,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804024,KZN284_24,36251808.9189453,47889.7797469377
2783,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,25,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804025,KZN284_25,52782277.5751953,44678.4906500978
2784,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,26,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804026,KZN284_26,69338577.1455078,46270.908516843
2785,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,27,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804027,KZN284_27,248270196.838867,109452.668206985
2786,KwaZulu-Natal,uMlalazi Local Municipality,KZN284,28,King Cetshwayo,DC28,11/24/2020 12:00:00 AM,52804028,KZN284_28,27196686.2705078,35655.7652368177
2787,KwaZulu-Natal,uMngeni Local Municipality,KZN222,1,Umgungundlovu,DC22,11/24/2020 12:00:00 AM,52202001,KZN222_1,6104621.33105469,12844.7651049493
2788,KwaZulu-Natal,uMngeni Local Municipality,KZN222,2,Umgungundlovu,DC22,11/24/2020 12:00:00 AM,52202002,KZN222_2,7119279.2890625,14199.0451652744
2789,KwaZulu-Natal,uMngeni Local Municipality,KZN222,3,Umgungundlovu,DC22,11/24/2020 12:00:00 AM,52202003,KZN222_3,895835148.364258,219271.807554108
2790,KwaZulu-Natal,uMngeni Local Municipality,KZN222,4,Umgungundlovu,DC22,11/24/2020 12:00:00 AM,52202004,KZN222_4,340978180.129883,119030.402855378
2791,KwaZulu-Natal,uMngeni Local Municipality,KZN222,5,Umgungundlovu,DC22,11/24/2020 12:00:00 AM,52202005,KZN222_5,365667476.834961,93975.7320141549
2792,KwaZulu-Natal,uMngeni Local Municipality,KZN222,6,Umgungundlovu,DC22,11/24/2020 12:00:00 AM,52202006,KZN222_6,107453819.368164,59727.0762472401
2793,KwaZulu-Natal,uMngeni Local Municipality,KZN222,7,Umgungundlovu,DC22,11/24/2020 12:00:00 AM,52202007,KZN222_7,86642030.8271484,55298.4606878897
2794,KwaZulu-Natal,uMngeni Local Municipality,KZN222,8,Umgungundlovu,DC22,11/24/2020 12:00:00 AM,52202008,KZN222_8,22103573.1220703,42412.3550988021
2795,KwaZulu-Natal,uMngeni Local Municipality,KZN222,9,Umgungundlovu,DC22,11/24/2020 12:00:00 AM,52202009,KZN222_9,165458753.081055,88985.8881902533
2796,KwaZulu-Natal,uMngeni Local Municipality,KZN222,10,Umgungundlovu,DC22,11/24/2020 12:00:00 AM,52202010,KZN222_10,1642839.64746094,8275.51885690724
2797,KwaZulu-Natal,uMngeni Local Municipality,KZN222,11,Umgungundlovu,DC22,11/24/2020 12:00:00 AM,52202011,KZN222_11,1268645.40039063,5497.43887204674
2798,KwaZulu-Natal,uMngeni Local Municipality,KZN222,12,Umgungundlovu,DC22,11/24/2020 12:00:00 AM,52202012,KZN222_12,10204019.0966797,21046.8256440893
2799,KwaZulu-Natal,uMngeni Local Municipality,KZN222,13,Umgungundlovu,DC22,11/24/2020 12:00:00 AM,52202013,KZN222_13,1603538.59277344,9706.8221266318
2800,KwaZulu-Natal,uMshwathi Local Municipality,KZN221,1,Umgungundlovu,DC22,11/24/2020 12:00:00 AM,52201001,KZN221_1,725044188.280273,173568.700413611
2801,KwaZulu-Natal,uMshwathi Local Municipality,KZN221,2,Umgungundlovu,DC22,11/24/2020 12:00:00 AM,52201002,KZN221_2,135029182.712891,77821.9695601758
2802,KwaZulu-Natal,uMshwathi Local Municipality,KZN221,3,Umgungundlovu,DC22,11/24/2020 12:00:00 AM,52201003,KZN221_3,124121547.738281,84808.9816797927
2803,KwaZulu-Natal,uMshwathi Local Municipality,KZN221,4,Umgungundlovu,DC22,11/24/2020 12:00:00 AM,52201004,KZN221_4,138989630.023438,83116.5656419341
2804,KwaZulu-Natal,uMshwathi Local Municipality,KZN221,5,Umgungundlovu,DC22,11/24/2020 12:00:00 AM,52201005,KZN221_5,26489882.6152344,22756.0467116304
2805,KwaZulu-Natal,uMshwathi Local Municipality,KZN221,6,Umgungundlovu,DC22,11/24/2020 12:00:00 AM,52201006,KZN221_6,88962444.3505859,80408.9219470488
2806,KwaZulu-Natal,uMshwathi Local Municipality,KZN221,7,Umgungundlovu,DC22,11/24/2020 12:00:00 AM,52201007,KZN221_7,100690335.793945,69527.3966383909
2807,KwaZulu-Natal,uMshwathi Local Municipality,KZN221,8,Umgungundlovu,DC22,11/24/2020 12:00:00 AM,52201008,KZN221_8,42769621.4121094,50715.5975173216
2808,KwaZulu-Natal,uMshwathi Local Municipality,KZN221,9,Umgungundlovu,DC22,11/24/2020 12:00:00 AM,52201009,KZN221_9,313540643.210938,178460.572453443
2809,KwaZulu-Natal,uMshwathi Local Municipality,KZN221,10,Umgungundlovu,DC22,11/24/2020 12:00:00 AM,52201010,KZN221_10,33522746.9912109,30730.788438304
2810,KwaZulu-Natal,uMshwathi Local Municipality,KZN221,11,Umgungundlovu,DC22,11/24/2020 12:00:00 AM,52201011,KZN221_11,44156790.78125,32236.2618738966
2811,KwaZulu-Natal,uMshwathi Local Municipality,KZN221,12,Umgungundlovu,DC22,11/24/2020 12:00:00 AM,52201012,KZN221_12,161950994.999023,95486.2930978764
2812,KwaZulu-Natal,uMshwathi Local Municipality,KZN221,13,Umgungundlovu,DC22,11/24/2020 12:00:00 AM,52201013,KZN221_13,32921943.1835938,43525.2175774626
2813,KwaZulu-Natal,uMshwathi Local Municipality,KZN221,14,Umgungundlovu,DC22,11/24/2020 12:00:00 AM,52201014,KZN221_14,497848029.869141,147839.672891436
2814,KwaZulu-Natal,UMuziwabantu Local Municipality,KZN214,1,Ugu,DC21,11/24/2020 12:00:00 AM,52104001,KZN214_1,139520152.579102,91109.9689069565
2815,KwaZulu-Natal,UMuziwabantu Local Municipality,KZN214,2,Ugu,DC21,11/24/2020 12:00:00 AM,52104002,KZN214_2,143076084.501953,77690.9822394676
2816,KwaZulu-Natal,UMuziwabantu Local Municipality,KZN214,3,Ugu,DC21,11/24/2020 12:00:00 AM,52104003,KZN214_3,289649433.500977,99068.1593144315
2817,KwaZulu-Natal,UMuziwabantu Local Municipality,KZN214,4,Ugu,DC21,11/24/2020 12:00:00 AM,52104004,KZN214_4,43190716.8291016,34637.3391483738
2818,KwaZulu-Natal,UMuziwabantu Local Municipality,KZN214,5,Ugu,DC21,11/24/2020 12:00:00 AM,52104005,KZN214_5,49165352.3535156,41346.912959072
2819,KwaZulu-Natal,UMuziwabantu Local Municipality,KZN214,6,Ugu,DC21,11/24/2020 12:00:00 AM,52104006,KZN214_6,141179971.739258,88084.9902414025
2820,KwaZulu-Natal,UMuziwabantu Local Municipality,KZN214,7,Ugu,DC21,11/24/2020 12:00:00 AM,52104007,KZN214_7,209816663.732422,92753.8983405837
2821,KwaZulu-Natal,UMuziwabantu Local Municipality,KZN214,8,Ugu,DC21,11/24/2020 12:00:00 AM,52104008,KZN214_8,23924320.8378906,30543.6208994592
2822,KwaZulu-Natal,UMuziwabantu Local Municipality,KZN214,9,Ugu,DC21,11/24/2020 12:00:00 AM,52104009,KZN214_9,95916792.6904297,73644.1361777796
2823,KwaZulu-Natal,UMuziwabantu Local Municipality,KZN214,10,Ugu,DC21,11/24/2020 12:00:00 AM,52104010,KZN214_10,250624968.446289,138308.190214877
2824,KwaZulu-Natal,UMuziwabantu Local Municipality,KZN214,11,Ugu,DC21,11/24/2020 12:00:00 AM,52104011,KZN214_11,89956490.7714844,59450.9899856068
2825,KwaZulu-Natal,Umvoti Local Municipality,KZN245,1,Umzinyathi,DC24,11/24/2020 12:00:00 AM,52405001,KZN245_1,214387520.517578,112000.224416701
2826,KwaZulu-Natal,Umvoti Local Municipality,KZN245,2,Umzinyathi,DC24,11/24/2020 12:00:00 AM,52405002,KZN245_2,32941929.6679688,40390.4203753359
2827,KwaZulu-Natal,Umvoti Local Municipality,KZN245,3,Umzinyathi,DC24,11/24/2020 12:00:00 AM,52405003,KZN245_3,47570998.9072266,51337.1923927588
2828,KwaZulu-Natal,Umvoti Local Municipality,KZN245,4,Umzinyathi,DC24,11/24/2020 12:00:00 AM,52405004,KZN245_4,239223680.59375,101870.469379233
2829,KwaZulu-Natal,Umvoti Local Municipality,KZN245,5,Umzinyathi,DC24,11/24/2020 12:00:00 AM,52405005,KZN245_5,549374505.96582,164374.616326769
2830,KwaZulu-Natal,Umvoti Local Municipality,KZN245,6,Umzinyathi,DC24,11/24/2020 12:00:00 AM,52405006,KZN245_6,273180070.863281,114716.830358934
2831,KwaZulu-Natal,Umvoti Local Municipality,KZN245,7,Umzinyathi,DC24,11/24/2020 12:00:00 AM,52405007,KZN245_7,22337808.0986328,23968.1168779349
2832,KwaZulu-Natal,Umvoti Local Municipality,KZN245,8,Umzinyathi,DC24,11/24/2020 12:00:00 AM,52405008,KZN245_8,188757930.900391,98041.07721178
2833,KwaZulu-Natal,Umvoti Local Municipality,KZN245,9,Umzinyathi,DC24,11/24/2020 12:00:00 AM,52405009,KZN245_9,35009324.0029297,40032.5469821396
2834,KwaZulu-Natal,Umvoti Local Municipality,KZN245,10,Umzinyathi,DC24,11/24/2020 12:00:00 AM,52405010,KZN245_10,535353977.862305,133169.689841926
2835,KwaZulu-Natal,Umvoti Local Municipality,KZN245,11,Umzinyathi,DC24,11/24/2020 12:00:00 AM,52405011,KZN245_11,486458315.679688,152828.674715447
2836,KwaZulu-Natal,Umvoti Local Municipality,KZN245,12,Umzinyathi,DC24,11/24/2020 12:00:00 AM,52405012,KZN245_12,172315243.662109,86638.9867957114
2837,KwaZulu-Natal,Umvoti Local Municipality,KZN245,13,Umzinyathi,DC24,11/24/2020 12:00:00 AM,52405013,KZN245_13,150254751.387695,72804.6031442113
2838,KwaZulu-Natal,Umvoti Local Municipality,KZN245,14,Umzinyathi,DC24,11/24/2020 12:00:00 AM,52405014,KZN245_14,602949686.084961,138891.288497452
2839,KwaZulu-Natal,Umzimkhulu Local Municipality,KZN435,1,Harry Gwala,DC43,11/24/2020 12:00:00 AM,54305001,KZN435_1,277257297.210938,104733.400123271
2840,KwaZulu-Natal,Umzimkhulu Local Municipality,KZN435,2,Harry Gwala,DC43,11/24/2020 12:00:00 AM,54305002,KZN435_2,83000744.6503906,63081.8417287822
2841,KwaZulu-Natal,Umzimkhulu Local Municipality,KZN435,3,Harry Gwala,DC43,11/24/2020 12:00:00 AM,54305003,KZN435_3,146352924.648438,95807.8763477132
2842,KwaZulu-Natal,Umzimkhulu Local Municipality,KZN435,4,Harry Gwala,DC43,11/24/2020 12:00:00 AM,54305004,KZN435_4,214861654.393555,79142.0283721322
2843,KwaZulu-Natal,Umzimkhulu Local Municipality,KZN435,5,Harry Gwala,DC43,11/24/2020 12:00:00 AM,54305005,KZN435_5,145685801.283203,62107.6944592618
2844,KwaZulu-Natal,Umzimkhulu Local Municipality,KZN435,6,Harry Gwala,DC43,11/24/2020 12:00:00 AM,54305006,KZN435_6,274184755.755859,104321.037042508
2845,KwaZulu-Natal,Umzimkhulu Local Municipality,KZN435,7,Harry Gwala,DC43,11/24/2020 12:00:00 AM,54305007,KZN435_7,70473440.3369141,52079.6223312156
2846,KwaZulu-Natal,Umzimkhulu Local Municipality,KZN435,8,Harry Gwala,DC43,11/24/2020 12:00:00 AM,54305008,KZN435_8,368908175.524414,118200.920215901
2847,KwaZulu-Natal,Umzimkhulu Local Municipality,KZN435,9,Harry Gwala,DC43,11/24/2020 12:00:00 AM,54305009,KZN435_9,181624629.319336,74043.899020295
2848,KwaZulu-Natal,Umzimkhulu Local Municipality,KZN435,10,Harry Gwala,DC43,11/24/2020 12:00:00 AM,54305010,KZN435_10,275466070.734375,90532.3676166177
2849,KwaZulu-Natal,Umzimkhulu Local Municipality,KZN435,11,Harry Gwala,DC43,11/24/2020 12:00:00 AM,54305011,KZN435_11,78174538.5966797,63723.4749427906
2850,KwaZulu-Natal,Umzimkhulu Local Municipality,KZN435,12,Harry Gwala,DC43,11/24/2020 12:00:00 AM,54305012,KZN435_12,106783636.983398,61048.0208119935
2851,KwaZulu-Natal,Umzimkhulu Local Municipality,KZN435,13,Harry Gwala,DC43,11/24/2020 12:00:00 AM,54305013,KZN435_13,77389894.0253906,56300.2111173218
2852,KwaZulu-Natal,Umzimkhulu Local Municipality,KZN435,14,Harry Gwala,DC43,11/24/2020 12:00:00 AM,54305014,KZN435_14,153484643.925781,90273.9585536448
2853,KwaZulu-Natal,Umzimkhulu Local Municipality,KZN435,15,Harry Gwala,DC43,11/24/2020 12:00:00 AM,54305015,KZN435_15,175284194.214844,111236.596161657
2854,KwaZulu-Natal,Umzimkhulu Local Municipality,KZN435,16,Harry Gwala,DC43,11/24/2020 12:00:00 AM,54305016,KZN435_16,5884332.27539063,12686.9136917044
2855,KwaZulu-Natal,Umzimkhulu Local Municipality,KZN435,17,Harry Gwala,DC43,11/24/2020 12:00:00 AM,54305017,KZN435_17,70882083.8789063,61290.3714145843
2856,KwaZulu-Natal,Umzimkhulu Local Municipality,KZN435,18,Harry Gwala,DC43,11/24/2020 12:00:00 AM,54305018,KZN435_18,145500654.666992,77751.2723599543
2857,KwaZulu-Natal,Umzimkhulu Local Municipality,KZN435,19,Harry Gwala,DC43,11/24/2020 12:00:00 AM,54305019,KZN435_19,91979714.2431641,46604.8951421949
2858,KwaZulu-Natal,Umzimkhulu Local Municipality,KZN435,20,Harry Gwala,DC43,11/24/2020 12:00:00 AM,54305020,KZN435_20,71195374.4892578,78348.6541247153
2859,KwaZulu-Natal,Umzimkhulu Local Municipality,KZN435,21,Harry Gwala,DC43,11/24/2020 12:00:00 AM,54305021,KZN435_21,149475293.21582,82388.461928278
2860,KwaZulu-Natal,Umzimkhulu Local Municipality,KZN435,22,Harry Gwala,DC43,11/24/2020 12:00:00 AM,54305022,KZN435_22,113750060.869141,79468.372091668
2861,KwaZulu-Natal,Umzumbe Local Municipality,KZN213,1,Ugu,DC21,11/24/2020 12:00:00 AM,52103001,KZN213_1,201920634.155273,93215.927115269
